url,marca,modelo,tipo,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,calibre_total,peso,polarizadas,precio
https://www.lentiamo.es/esprit-et17569-557-50.html,Esprit,ET17569 557 50,graduadas,Unisex,Pasta,Cuadradas,Montura completa,Transparente,M,50.0,19.0,135.0,133.0,80.0,,98.99
https://www.lentiamo.es/chloe-ch0343oa-004-19-52.html,Chloé,CH0343OA 004 19 52,graduadas,Mujer,Pasta,Redondas,Montura completa,Marrón,M,52.0,19.0,145.0,132.0,125.0,,289.9
https://www.lentiamo.es/jaguar-36835-2100-19-53.html,Jaguar,36835 2100 19 53,graduadas,Unisex,Pasta,Redondas,Montura completa,Rojo,M,53.0,19.0,145.0,137.0,140.0,,204.9
https://www.lentiamo.es/jaguar-36835-5100-19-53.html,Jaguar,36835 5100 19 53,graduadas,Unisex,Pasta,Redondas,Montura completa,Verde,M,53.0,19.0,145.0,137.0,140.0,,204.9
https://www.lentiamo.es/nano-vista-baby-bunny-3-0-nao40003.html,Nano Vista,Bunny 3.0 NAO40003 43,graduadas,Niños,Pasta,Redondas,Montura completa,Azul,XS,43.0,14.0,115.0,103.0,80.0,,99.9
https://www.lentiamo.es/star-wars-swaa131-c06-19-49.html,Star Wars,SWAA131 C06 19 49,graduadas,Niños,Pasta,Cuadradas,Montura completa,Azul,S,49.0,19.0,140.0,128.0,65.0,,89.99
https://www.lentiamo.es/oakley-socket-5-5-ox3218-321801.html,Oakley,0OX3218 321801,graduadas,Hombre,Metal,Rectangulares,Media montura,Negro,M,56.0,18.0,140.0,134.0,195.0,,119.9
https://www.lentiamo.es/active-spring-f037641265000-41.html,Centrostyle S.p.A,F037641265000 41,graduadas,Niños,Pasta,Rectangulares,Montura completa,Transparente,XXS,41.0,15.0,125.0,103.0,80.0,,82.99
https://www.lentiamo.es/saint-laurent-sl-m117-008-53.html,Saint Laurent,SL M117 008 53,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Marrón,M,53.0,17.0,140.0,131.0,160.0,,279.9
https://www.lentiamo.es/versace-0ve1313d-1001-55.html,Versace,0VE1313D 1001 55,graduadas,Mujer,Metal,Cat Eye,Montura completa,Plateado,L,55.0,18.0,145.0,141.0,385.0,,154.9
https://www.lentiamo.es/gucci-gg1990o-005-53.html,Gucci,GG1990O 005 53,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,M,53.0,17.0,145.0,134.0,165.0,,199.9
https://www.lentiamo.es/prada-0pr-c03v-17t1o1.html,Prada,0PR C03V 17T1O1 55,graduadas,Hombre,Acetato,Cuadradas,Montura completa,Azul,M,55.0,19.0,145.0,135.0,280.0,,189.9
https://www.lentiamo.es/esprit-et33419-534-49.html,Esprit,ET33419 534 49,graduadas,Mujer,Metal,Cuadradas,Montura completa,Azul,S,49.0,18.0,140.0,122.0,160.0,,115.9
https://www.lentiamo.es/armani-exchange-0ax1019-6089-54.html,Armani Exchange,0AX1019 6089 54,graduadas,Hombre,Metal,Rectangulares,Montura completa,Gris,M,54.0,17.0,140.0,134.0,85.0,,72.99
https://www.lentiamo.es/gucci-gg1340o-008-54.html,Gucci,GG1340O 008 54,graduadas,Unisex,Pasta,Cuadradas,Montura completa,Marrón,M,54.0,17.0,140.0,134.0,235.0,,159.9
https://www.lentiamo.es/carrera-1135-j5g-14-60.html,Carrera,1135 J5G 14 60,graduadas,Hombre,Metal,Cuadradas,Montura completa,Dorado,M,60.0,14.0,145.0,136.0,170.0,,113.9
https://www.lentiamo.es/ray-ban-wayfarer-ease-0rx4340v-2012-50.html,Ray-Ban,0RX4340V 2012 50,graduadas,Unisex,Propionato,Cuadradas,Montura completa,Marrón,M,50.0,22.0,150.0,138.0,175.0,,114.9
https://www.lentiamo.es/active-spring-15363n-40.html,Centrostyle S.p.A,15363N 40,graduadas,Niños,Pasta,Rectangulares,Montura completa,Morado,XXS,40.0,14.0,125.0,102.0,90.0,,83.99
https://www.lentiamo.es/centrostyle-ultem-f-0280-47-180-000-47.html,Centrostyle S.p.A,F 0280 47 180 000 47,graduadas,Niños,Pasta,Redondas,Montura completa,Azul,M,47.0,19.0,140.0,130.0,190.0,,109.9
https://www.lentiamo.es/versace-0ve1302-1002-59.html,Versace,00VE1302 1002 59,graduadas,Hombre,Metal,Cuadradas,Montura completa,Dorado,M,59.0,13.0,140.0,138.0,420.0,,199.9
https://www.lentiamo.es/tom-ford-ft5801-f-b-001-56.html,Tom Ford,FT5801-F-B/V 001 56,graduadas,Hombre,Metal/Pasta,Cuadradas,Montura completa,Negro,L,56.0,19.0,145.0,144.0,315.0,,279.9
https://www.lentiamo.es/ray-ban-0rx6517d-2502-55.html,Ray-Ban,0RX6517D 2502 55,graduadas,Unisex,Metal,Redondas,Montura completa,Gris,M,55.0,19.0,145.0,140.0,175.0,,103.9
https://www.lentiamo.es/saint-laurent-sl-m143-opt-002-51.html,Saint Laurent,SL M143 OPT 002 51,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Marrón,M,51.0,23.0,145.0,137.0,165.0,,279.9
https://www.lentiamo.es/ray-ban-0rx7260-8463.html,Ray-Ban,0RX7260 8463 54,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Gris,M,54.0,19.0,150.0,143.0,190.0,,112.9
https://www.lentiamo.es/ray-ban-0rx6448-2501.html,Ray-Ban,0RX6448 2501 48,graduadas,Unisex,Metal,Cuadradas,Montura completa,Plateado,S,48.0,21.0,145.0,128.0,160.0,,101.9
https://www.lentiamo.es/gucci-gg1334o-004-52.html,Gucci,GG1334O 004 52,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Negro,M,52.0,20.0,145.0,134.0,200.0,,189.9
https://www.lentiamo.es/emporio-armani-0ea1148-3001-52.html,Emporio Armani,0EA1148 3001 52,graduadas,Hombre,Metal/Pasta,Cuadradas,Montura completa,Negro,M,52.0,20.0,145.0,131.0,100.0,,113.9
https://www.lentiamo.es/mexx-2590-700-19-53.html,Mexx,2590 700 19 53,graduadas,Mujer,Pasta,Redondas,Montura completa,Verde,M,53.0,19.0,140.0,132.0,150.0,,129.9
https://www.lentiamo.es/centrostyle-ultem-f-0059-51-133-000-51.html,Centrostyle S.p.A,F 0059 51 133 000 51,graduadas,Niños,Pasta,Rectangulares,Montura completa,Rojo,M,51.0,17.0,140.0,133.0,170.0,,109.9
https://www.lentiamo.es/nano-vista-arcade-sc-3-0-nao30111.html,Nano Vista,Arcade SC 3.0 NAO30111 48,graduadas,Niños,Pasta,Rectangulares,Montura completa,Negro,XS,48.0,15.0,133.0,115.0,90.0,,85.9
https://www.lentiamo.es/nano-vista-multiplayer-3-0-nao32503-sc-48.html,Nano Vista,Multiplayer 3.0 NAO32503 SC 48,graduadas,Niños,Pasta,Redondas,Montura completa,Negro,XS,48.0,18.0,133.0,116.0,75.0,,89.99
https://www.lentiamo.es/gucci-gg1359o-001-54.html,Gucci,GG1359O 001 54,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Negro,M,54.0,16.0,140.0,134.0,185.0,,228.9
https://www.lentiamo.es/persol-0po3143v-95-49.html,Persol,0PO3143V 95 49,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Negro,M,49.0,21.0,145.0,130.0,195.0,,163.9
https://www.lentiamo.es/esprit-et33537-535-49.html,Esprit,ET33537 535 49,graduadas,Mujer,Metal/Pasta,Cuadradas,Montura completa,Marrón,S,49.0,17.0,140.0,121.0,85.0,,105.9
https://www.lentiamo.es/gucci-gg1963o-002-49.html,Gucci,GG1963O 002 49,graduadas,Hombre,Metal,Redondas,Montura completa,Dorado,S,49.0,21.0,145.0,129.0,215.0,,289.9
https://www.lentiamo.es/centrostyle-f-0321-46-085-000-46.html,Centrostyle S.p.A,F 0321 46 085 000 46,graduadas,Niños,Pasta,Redondas,Montura completa,Negro,S,46.0,19.0,135.0,121.0,45.0,,37.99
https://www.lentiamo.es/ray-ban-0rx5422-8423-54.html,Ray-Ban,0RX5422 8423 54,graduadas,Mujer,Acetato,Cuadradas,Montura completa,Marrón,M,54.0,16.0,145.0,134.0,165.0,,112.9
https://www.lentiamo.es/esprit-et17464-508-54-15.html,Esprit,ET17464 508 54/15,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Negro,M,54.0,15.0,140.0,131.0,100.0,,81.99
https://www.lentiamo.es/oakley-socket-5-0-ox3217-321718-55.html,Oakley,OX3217 321718 55,graduadas,Hombre,Metal,Rectangulares,Montura completa,Gris,S,55.0,17.0,136.0,128.0,190.0,,129.9
https://www.lentiamo.es/oakley-steakhouse-1-0-ox3126-312604-57.html,Oakley,0OX3126 312604 57,graduadas,Unisex,Metal,Rectangulares,Montura al aire,Gris,M,57.0,17.0,140.0,135.0,200.0,,129.9
https://www.lentiamo.es/gucci-gg1536o-005-53.html,Gucci,GG1536O 005 53,graduadas,Mujer,Pasta,Rectangulares,Montura completa,Negro,M,53.0,17.0,140.0,137.0,195.0,,169.9
https://www.lentiamo.es/ray-ban-0rx7235-5207.html,Ray-Ban,Ray-Ban 0RX7235 5207,graduadas,Unisex,Pasta,Cuadradas,Montura completa,Azul,,,,,,175.0,,123.9
https://www.lentiamo.es/emporio-armani-0ea1168d-3003-56.html,Emporio Armani,0EA1168D 3003 56,graduadas,Hombre,Metal,Rectangulares,Media montura,Gris,M,56.0,17.0,145.0,137.0,95.0,,103.9
https://www.lentiamo.es/centrostyle-f-0609-52-345-093-52.html,Centrostyle S.p.A,F 0609 52 345 093 52,graduadas,Niños,Metal,Redondas,Montura completa,Negro,M,50.0,20.0,140.0,135.0,190.0,,119.9
https://www.lentiamo.es/esprit-et17562-538-51.html,Esprit,ET17562 538 51,graduadas,Mujer,Metal/Pasta,Rectangulares,Montura completa,Negro,S,51.0,15.0,135.0,127.0,90.0,,81.99
https://www.lentiamo.es/gucci-gg1800o-003-56.html,Gucci,GG1800O 003 56,graduadas,Hombre,Metal,Aviador,Montura completa,Dorado,M,56.0,17.0,145.0,136.0,170.0,,219.9
https://www.lentiamo.es/gucci-gg1424o-013-54.html,Gucci,GG1424O 013 54,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,M,54.0,18.0,145.0,137.0,215.0,,229.9
https://www.lentiamo.es/ray-ban-0rx7159-2012.html,Ray-Ban,Ray-Ban 0RX7159 2012,graduadas,Unisex,Propionato,Redondas,Montura completa,Marrón,,,,,,175.0,,119.9
https://www.lentiamo.es/nano-vista-fanboy-3-0-nao31703-52.html,Nano Vista,Fanboy 3.0 NAO31703 52,graduadas,Niños,Pasta,Rectangulares,Montura completa,Negro,S,52.0,15.0,148.0,122.0,70.0,,89.99
https://www.lentiamo.es/michael-kors-santa-clara-0mk4067u-3005.html,Michael Kors,0MK4067U 3005 55,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,L,55.0,16.0,140.0,142.0,150.0,,108.9
https://www.lentiamo.es/balenciaga-bb0248o-001-57.html,Balenciaga,BB0248O 001 57,graduadas,Hombre,Metal,Rectangulares,Montura completa,Plateado,M,57.0,15.0,145.0,139.0,215.0,,229.9
https://www.lentiamo.es/esprit-et17457-534-50.html,Esprit,ET17457 534 50,graduadas,Mujer,Pasta,Rectangulares,Montura completa,Morado,S,50.0,15.0,135.0,125.0,90.0,,77.99
https://www.lentiamo.es/ray-ban-0rx7025-5719-57.html,Ray-Ban,0RX7025 5719 57,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Azul,L,57.0,17.0,150.0,144.0,170.0,,103.9
https://www.lentiamo.es/ralph-0ra-7147-5001-55.html,Ralph,0RA7147 5001 55,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,L,55.0,19.0,145.0,141.0,190.0,,77.99
https://www.lentiamo.es/gucci-gg1359o-005-54.html,Gucci,GG1359O 005 54,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Negro,M,54.0,16.0,140.0,134.0,185.0,,219.9
https://www.lentiamo.es/ray-ban-junior-0ry9095v-3685-47.html,Ray-Ban,0RY9095V 3685 47,graduadas,Niños,Nylon,Cuadradas,Montura completa,Marrón,XS,47.0,16.0,130.0,120.0,140.0,,74.99
https://www.lentiamo.es/esprit-et33547-535-52.html,Esprit,ET33547 535 52,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Marrón,S,52.0,17.0,140.0,128.0,85.0,,89.99
https://www.lentiamo.es/ray-ban-0rx7553-3217-50.html,Ray-Ban,0RX7553 3217 50,graduadas,Mujer,Metal,Redondas,Media montura,Rosa,S,51.0,20.0,140.0,127.0,280.0,,142.9
https://www.lentiamo.es/oakley-hstn-rx-ox8139-813904-50.html,Oakley,0OX8139 813904 50,graduadas,Hombre,Pasta,Redondas,Montura completa,Verde,S,50.0,21.0,140.0,125.0,200.0,,86.99
https://www.lentiamo.es/esprit-et17561-538-53.html,Esprit,ET17561 538 53,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Negro,S,53.0,16.0,135.0,127.0,85.0,,81.99
https://www.lentiamo.es/gucci-gg1996o-003-54.html,Gucci,GG1996O 003 54,graduadas,Mujer,Pasta,Redondas,Montura completa,Rosa,M,54.0,18.0,140.0,133.0,195.0,,229.9
https://www.lentiamo.es/nano-vista-fangame-3-0-nao30303-sc-50.html,Nano Vista,Fangame 3.0 NAO30303 SC 50,graduadas,Niños,Pasta,Rectangulares,Montura completa,Morado,XS,50.0,15.0,133.0,117.0,80.0,,89.99
https://www.lentiamo.es/oakley-exchange-ox8055-805501-56.html,Oakley,0OX8055 805501 56,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Negro,L,56.0,17.0,136.0,142.0,185.0,,128.9
https://www.lentiamo.es/ray-ban-0rx5510-2000.html,Ray-Ban,0RX5510 2000 52,graduadas,Mujer,Acetato,Cat Eye,Montura completa,Negro,L,52.0,20.0,145.0,141.0,210.0,,104.9
https://www.lentiamo.es/hugo-boss-1736-g-2m2-17-55.html,Hugo Boss,1736/G 2M2 17 55,graduadas,Mujer,Metal/Pasta,Cuadradas,Montura completa,Negro,M,55.0,17.0,140.0,136.0,110.0,,199.9
https://www.lentiamo.es/mexx-junior-5948-500-18-46.html,Mexx,5948 500 18 46,graduadas,Niños,Metal,Redondas,Montura completa,Naranja,S,46.0,18.0,135.0,125.0,145.0,,92.99
https://www.lentiamo.es/ray-ban-0rx6375-3051.html,Ray-Ban,Ray-Ban 0RX6375 3051,graduadas,Unisex,Metal,Redondas,Montura completa,Negro,,,,,,100.0,,103.9
https://www.lentiamo.es/ray-ban-0rx8903-5263.html,Ray-Ban,0RX8903 5263 53,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Negro,M,53.0,18.0,145.0,136.0,150.0,,149.9
https://www.lentiamo.es/polaroid-pld-6158-cs-807-m9-51.html,Polaroid,PLD 6158/CS 807 M9 51,graduadas,Unisex,Metal/Pasta,Redondas,Montura completa,Negro,M,51.0,20.0,145.0,135.0,90.0,,89.99
https://www.lentiamo.es/gucci-gg0392o-002-51.html,Gucci,GG0392O 002 51,graduadas,Unisex,Metal,Redondas,Montura completa,Negro,M,51.0,19.0,140.0,132.0,190.0,,357.9
https://www.lentiamo.es/dolce-gabbana-0dg1355-1364.html,Dolce & Gabbana,0DG1355 1364 53,graduadas,Mujer,Metal,Cuadradas,Montura completa,Verde,M,53.0,17.0,145.0,135.0,160.0,,174.9
https://www.lentiamo.es/prada-0pr-21zv-16k1o1-53.html,Prada,0PR 21ZV 16K1O1 53,graduadas,Mujer,Acetato,Cat Eye,Montura completa,Negro,M,53.0,17.0,145.0,133.0,275.0,,229.9
https://www.lentiamo.es/ray-ban-junior-0ry1598-3541.html,Ray-Ban,Ray-Ban Junior 0RY1598 3541,graduadas,Niños,Pasta,Cuadradas,Montura completa,Transparente,,,,,,140.0,,73.99
https://www.lentiamo.es/esprit-et17444n-545-52.html,Esprit,ET17444N 545 52,graduadas,Mujer,Pasta,Rectangulares,Montura completa,Marrón,S,52.0,17.0,145.0,128.0,100.0,,80.99
https://www.lentiamo.es/emporio-armani-0ea1041-3017-57.html,Emporio Armani,0EA1041 3017 57,graduadas,Hombre,Metal,Rectangulares,Media montura,Verde,M,57.0,17.0,140.0,135.0,95.0,,99.99
https://www.lentiamo.es/vogue-0vo4343-848-53.html,Vogue,0VO4343 848 53,graduadas,Mujer,Metal,Redondas,Montura al aire,Dorado,M,53.0,18.0,140.0,135.0,105.0,,93.99
https://www.lentiamo.es/chloe-ch0308o-003-53.html,Chloé,CH0308O 003 53,graduadas,Mujer,Pasta,Redondas,Montura completa,Marrón,M,53.0,20.0,140.0,133.0,110.0,,289.9
https://www.lentiamo.es/active-clip-on-f049946114000-46.html,Centrostyle S.p.A,F049946114000 46,graduadas,Niños,Pasta,Redondas,Montura completa,Azul,XS,46.0,14.0,130.0,120.0,170.0,,99.99
https://www.lentiamo.es/esprit-et17457-531-50.html,Esprit,ET17457 531 50,graduadas,Mujer,Pasta,Rectangulares,Montura completa,Rojo,S,50.0,15.0,135.0,125.0,85.0,,77.99
https://www.lentiamo.es/emporio-armani-ea-4115-50421w-54.html,Emporio Armani,EA 4115 50421W 54,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Negro,M,54.0,18.0,145.0,134.0,200.0,,134.9
https://www.lentiamo.es/esprit-et17524-535-56.html,Esprit,ET17524 535 56,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Marrón,M,56.0,17.0,145.0,137.0,95.0,,77.99
https://www.lentiamo.es/burberry-erin-0be1350-1109.html,Burberry,0BE1350 1109 54,graduadas,Mujer,Metal,Cuadradas,Montura completa,Dorado,M,54.0,17.0,140.0,133.0,220.0,,159.9
https://www.lentiamo.es/esprit-et17561-535-53.html,Esprit,ET17561 535 53,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Marrón,S,53.0,16.0,135.0,127.0,85.0,,81.99
https://www.lentiamo.es/emporio-armani-0ea3239-5017-55.html,Emporio Armani,0EA3239 5017 55,graduadas,Hombre,Acetato,Rectangulares,Montura completa,Negro,M,55.0,17.0,145.0,135.0,110.0,,113.9
https://www.lentiamo.es/armani-exchange-0ax1068-6000-56.html,Armani Exchange,0AX1068 6000 56,graduadas,Hombre,Metal,Rectangulares,Media montura,Negro,M,56.0,18.0,145.0,134.0,80.0,,67.99
https://www.lentiamo.es/emporio-armani-0ea1180d-3003-56.html,Emporio Armani,0EA1180D 3003 56,graduadas,Hombre,Metal,Rectangulares,Media montura,Gris,L,56.0,18.0,145.0,141.0,100.0,,105.9
https://www.lentiamo.es/esprit-et17444n-546-52.html,Esprit,ET17444N 546 52,graduadas,Mujer,Pasta,Rectangulares,Montura completa,Morado,S,52.0,17.0,145.0,128.0,100.0,,81.99
https://www.lentiamo.es/tom-ford-ft5960-b-020-52.html,Tom Ford,FT5960-B/V 020 52,graduadas,Unisex,Pasta,Cuadradas,Montura completa,Gris,M,52.0,18.0,145.0,137.0,320.0,,249.9
https://www.lentiamo.es/disney-princess-frozen-dpaa224-c10-17-47.html,Disney,DPAA224 C10 17 47,graduadas,Niños,Pasta,Cuadradas,Montura completa,Rosa,XS,47.0,17.0,130.0,119.0,65.0,,69.99
https://www.lentiamo.es/saint-laurent-sl-778-001-55.html,Saint Laurent,SL 778 001 55,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,M,55.0,21.0,145.0,137.0,160.0,,229.9
https://www.lentiamo.es/vogue-0vo5518-w656-53.html,Vogue,Vogue 0VO5518 W656 53,graduadas,Mujer,Nylon,Cuadradas,Montura completa,Marrón,,,,,,95.0,,63.99
https://www.lentiamo.es/centrostyle-f056547020000-47.html,Centrostyle S.p.A,F056547020000 47,graduadas,Niños,Acetato,Redondas,Montura completa,Negro,XS,47.0,17.0,135.0,120.0,100.0,,54.99
https://www.lentiamo.es/centrostyle-f-0539-48-008-000-48.html,Centrostyle S.p.A,F 0539 48 008 000 48,graduadas,Niños,Metal,Redondas,Montura completa,Azul,M,48.0,22.0,140.0,133.0,160.0,,129.9
https://www.lentiamo.es/emporio-armani-kids-0ek3203-5001-50.html,Emporio Armani,Kids 0EK3203 5001 50,graduadas,Niños,Pasta,Rectangulares,Montura completa,Negro,S,50.0,16.0,130.0,122.0,100.0,,69.99
https://www.lentiamo.es/esprit-et17422-543-51.html,Esprit,ET17422 543 51,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Negro,S,51.0,15.0,135.0,124.0,40.0,,78.9
https://www.lentiamo.es/esprit-et17561-562-53.html,Esprit,ET17561 562 53,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Marrón,S,53.0,16.0,135.0,127.0,85.0,,81.99
https://www.lentiamo.es/vogue-0vo5378-w44.html,Vogue,0VO5378 W44 53,graduadas,Mujer,Metal,Rectangulares,Montura completa,Negro,M,53.0,17.0,140.0,132.0,85.0,,71.99
https://www.lentiamo.es/esprit-et17542-543-53-17.html,Esprit,ET17542 543 53/17,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Gris,M,53.0,17.0,140.0,132.0,40.0,,78.9
https://www.lentiamo.es/esprit-et33409-538-53.html,Esprit,ET33409 538 53,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,S,53.0,16.0,140.0,129.0,95.0,,81.99
https://www.lentiamo.es/active-spring-koala-f037844275000-44.html,Centrostyle S.p.A,F037844275000 44,graduadas,Niños,Pasta,Rectangulares,Montura completa,Verde,XS,44.0,15.0,130.0,112.0,85.0,,74.99
https://www.lentiamo.es/balenciaga-bb0342o-006-55.html,Balenciaga,BB0342O 006 55,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Marrón,S,55.0,16.0,145.0,129.0,255.0,,199.9
https://www.lentiamo.es/armani-exchange-0ax1014-6063-53.html,Armani Exchange,0AX1014 6063 53,graduadas,Hombre,Metal,Rectangulares,Media montura,Negro,M,53.0,17.0,145.0,130.0,100.0,,67.99
https://www.lentiamo.es/balenciaga-bb0326o-004-53.html,Balenciaga,BB0326O 004 53,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Rojo,M,53.0,16.0,135.0,132.0,265.0,,239.9
https://www.lentiamo.es/star-wars-swaa139-c79-17-47.html,Star Wars,SWAA139 C79 17 47,graduadas,Niños,Pasta,Redondas,Montura completa,Verde,XS,47.0,17.0,130.0,117.0,60.0,,89.99
https://www.lentiamo.es/vogue-0vo5518-2942.html,Vogue,Vogue 0VO5518 2942,graduadas,Mujer,Nylon,Cuadradas,Montura completa,Rosa,,,,,,95.0,,63.99
https://www.lentiamo.es/vogue-0vo5628-w745.html,Vogue,0VO5628 W745 53,graduadas,Mujer,Nylon,Cat Eye,Montura completa,Transparente,M,53.0,16.0,140.0,131.0,105.0,,63.99
https://www.lentiamo.es/emporio-armani-0ea3253-5001-55.html,Emporio Armani,0EA3253 5001 55,graduadas,Hombre,Metal/Pasta,Rectangulares,Montura completa,Negro,L,56.0,17.0,145.0,141.0,95.0,,84.99
https://www.lentiamo.es/versace-0ve1307-1436-57.html,Versace,0VE1307 1436 57,graduadas,Hombre,Metal,Rectangulares,Montura completa,Negro,M,57.0,12.0,140.0,136.0,410.0,,199.9
https://www.lentiamo.es/tommy-hilfiger-th-2203-c-8ru-16-55.html,Tommy Hilfiger,TH 2203/C 8RU 16 55,graduadas,Unisex,Eco-friendly - Eco-poliamida,Cuadradas,Montura completa,Azul,M,55.0,16.0,145.0,134.0,170.0,,159.9
https://www.lentiamo.es/active-newborn-f406-40.html,Centrostyle S.p.A,Newborn F406 40,graduadas,Niños,Pasta,Redondas,Montura completa,Morado,XXS,40.0,12.0,110.0,104.0,60.0,,84.99
https://www.lentiamo.es/disney-princess-frozen-dpaa232-c35-17-46.html,Disney,DPAA232 C35 17 46,graduadas,Niños,Pasta,Redondas,Montura completa,Verde,XS,46.0,17.0,125.0,113.0,65.0,,71.99
https://www.lentiamo.es/esprit-et17464-523-54.html,Esprit,ET17464 523 54,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Negro,M,54.0,15.0,140.0,131.0,85.0,,79.99
https://www.lentiamo.es/active-clip-on-f-0500-46-066-000-46.html,Centrostyle S.p.A,F 0500 46 066 000 46,graduadas,Niños,Pasta,Cat Eye,Montura completa,Morado,XS,46.0,14.0,130.0,118.0,170.0,,99.99
https://www.lentiamo.es/dolce-gabbana-0dg1322-1334.html,Dolce & Gabbana,0DG1322 1334 53,graduadas,Mujer,Metal,Redondas,Montura completa,Negro,M,53.0,18.0,140.0,132.0,160.0,,159.9
https://www.lentiamo.es/esprit-et33530-547-53.html,Esprit,ET33530 547 53,graduadas,Mujer,Metal/Pasta,Cuadradas,Montura completa,Marrón,M,53.0,18.0,145.0,139.0,90.0,,102.9
https://www.lentiamo.es/vogue-0vo5485-w44-54.html,Vogue,0VO5485 W44 54,graduadas,Mujer,Pasta,Cat Eye,Montura completa,Negro,S,54.0,16.0,140.0,129.0,90.0,,52.99
https://www.lentiamo.es/bottega-veneta-bv1409o-001-51.html,Bottega Veneta,BV1409O 001 51,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Negro,M,51.0,20.0,140.0,136.0,210.0,,259.9
https://www.lentiamo.es/esprit-et33409-535-53.html,Esprit,ET33409 535 53,graduadas,Mujer,Pasta,Cuadradas,Montura completa,Marrón,S,53.0,16.0,140.0,129.0,95.0,,89.99
https://www.lentiamo.es/ray-ban-wayfarer-way-0rx2241v-2000-54.html,Ray-Ban,0RX2241V 2000 54,graduadas,Unisex,Propionato,Redondas,Montura completa,Negro,L,54.0,21.0,150.0,146.0,190.0,,104.9
https://www.lentiamo.es/dolce-gabbana-0dg3406-501-56.html,Dolce & Gabbana,0DG3406 501 56,graduadas,Hombre,Acetato,Rectangulares,Montura completa,Negro,M,56.0,17.0,140.0,137.0,220.0,,184.9
https://www.lentiamo.es/dsquared2-d2-0064-rhl-19-55.html,Dsquared2,D2 0064 RHL 19 55,graduadas,Unisex,Metal/Pasta,Cuadradas,Montura completa,Negro,M,55.0,19.0,140.0,134.0,155.0,,169.9
https://www.lentiamo.es/hugo-boss-0679-it-08a-15-56.html,Hugo Boss,0679/IT 08A 15 56,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Gris,M,56.0,15.0,145.0,132.0,115.0,,149.9
https://www.lentiamo.es/nano-vista-basic-nb02-nb0202-44.html,Nano Vista,Basic NB02 NB0202 44,graduadas,Niños,Pasta,Rectangulares,Montura completa,Azul,XXS,44.0,13.0,107.0,103.0,65.0,,73.99
https://www.lentiamo.es/ray-ban-0rx5441-8423-51.html,Ray-Ban,0RX5441 8423 51,graduadas,Unisex,Acetato,Rectangulares,Montura completa,Naranja,M,51.0,20.0,145.0,130.0,195.0,,74.99
https://www.lentiamo.es/persol-0po3382v-24-54.html,Persol,0PO3382V 24 54,graduadas,Unisex,Acetato,Rectangulares,Montura completa,Marrón,M,54.0,19.0,145.0,134.0,255.0,,169.9
https://www.lentiamo.es/gucci-gg1993ok-001-51.html,Gucci,GG1993OK 001 51,graduadas,Hombre,Metal,Redondas,Montura completa,Plateado,M,51.0,20.0,145.0,138.0,210.0,,249.9
https://www.lentiamo.es/oakley-wheel-house-ox8166-816607-54.html,Oakley,OX8166 816607 54,graduadas,Hombre,Pasta,Cuadradas,Montura completa,Gris,L,54.0,16.0,140.0,142.0,185.0,,124.9
https://www.lentiamo.es/ray-ban-0rx7260-2001.html,Ray-Ban,Ray-Ban 0RX7260 2001,graduadas,Unisex,Pasta,Rectangulares,Montura completa,Transparente,,,,,,190.0,,109.9
https://www.lentiamo.es/oakley-centerboard-ox8163-816303.html,Oakley,Oakley Centerboard OX8163 816303,graduadas,Hombre,Pasta,Cuadradas,Montura completa,Transparente,,,,,,175.0,,89.99
https://www.lentiamo.es/oakley-futurity-ox8052-805207-55.html,Oakley,OX8052 805207 55,graduadas,Hombre,Pasta,Rectangulares,Montura completa,Negro,S,55.0,14.0,139.0,126.0,195.0,,119.9
