fecha_estreno,url,titulo,nota_media,cantidad_votos,Título original,Año,Duración,País,Dirección,Guion,Reparto,Música,Fotografía,Compañías,Género,Sinopsis,Críticas,Tu crítica,Votaciones de almas gemelas,Votaciones de tus amigos,,Premios,Posición en rankings FA,Posición rankings listas,Grupos
fecha,https://www.filmaffinity.com/es/film842010.html,El testamento de Ann Lee,"5,8",418,The Testament of Ann Lee,2025,136 min.,Reino Unido,Mona Fastvold,"Mona Fastvold, Brady Corbet","Amanda Seyfried
Thomasin McKenzie
Lewis Pullman
Stacy Martin
Tim Blake Nelson
Christopher Abbott",Daniel Blumberg,William Rexer,"Kaplan Morrison, Intake Films, Proton Cinema",Drama. Musical | Basado en hechos reales. Siglo XVIII. Sectas. Religión,"Inspirada en hechos reales, se centra en la líder religiosa Ann Lee, fundadora del Movimiento Shaker a finales de la década de 1770, llegó a construir una de las sociedades utópicas más grandes de la historia de Estados Unidos. Los seguidores de Lee la consideraban el Jesucristo femenino, y sus fieles le rezaban cantando y bailando. (FILMAFFINITY)","""Un filme impresionante de principio a fin (...) es una película sobre el mundo actual, sobre como seguimos consignas sin pensar, sobre el poder de los liderazgos, sobre el odio a quien venga a proclamar algo distinto, al que crea en otro dios."" 
Pepa Blanes: Cadena SER
""El fervor religioso (...) incluso la épica detrás de un culto que se oponía a las armas (...) acaban aplastados por un planteamiento musical que se queda en lo superficial y no revela nada."" 
Elsa Fernández-Santos: Diario El País
""La directora lo quiere todo (bien) y todo lo ofrece sin gradación ni orden. Definitivamente, el sentido de tanto (...), se pierde sepultado en el exceso descontrolado de la (...) propuesta. Lástima. (...) Puntuación: ★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Amanda Seyfried hace un trabajo excelente en el papel protagónico, pero la propuesta estética de Fastvold hipoteca su presunta originalidad a doblegarse a las leyes de un género más afín a lo profano. (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Resulta difícil no sentir una fascinación intermitente por la intrepidez de su propuesta (...) y el abandono visceral que exhibe la interpretación de Amanda Seyfried (...) Pero, por lo demás, (...) es una obra espiritual y psicológicamente vacía"" 
Nando Salvá: Diario El Periódico
""Es un filme (...) singular y valiente (...) es de una potencia visual y sonora fascinante (...) la obra brilla a gran altura en su escrupulosa recreación de la época (...) Puntuación: ★★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""El filme no es complaciente con el espectador (...) Una película exigente, arriesgada y valiente comandada por una Amanda Seyfried que (...) se entrega en cuerpo y alma en una interpretación que puede romper prejuicios hacia su carrera."" 
Javier Zurro: eldiario.es
  mostrar 29 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Globos de Oro: Nominada a Mejor actriz principal - Comedia o musical.
2025: Festival de Venecia: Nominada a León de Oro - Mejor película.
2025: Premios Independent Spirit Awards: Mejor montaje.
2025: Premios Gotham: 2 nominaciones
2025: Critics Choice Awards: 2 nominaciones
  mostrar todos",,36 Próximos estrenos: éstas no me las pierdo (117),
fecha,https://www.filmaffinity.com/es/film855002.html,El arquitecto,"6,5",151,L'inconnu de la Grande Archeaka,2025,105 min.,Francia,Stéphane Demoustier,Stéphane Demoustier. Novela: Laurence Cossé,"Claes Bang
Sidse Babett Knudsen
Xavier Dolan
Swann Arlaud
Michel Fau
Alessandro Bressanello",,David Chambille,"Coproducción Francia-Dinamarca; Agat Films, Ex Nihilo, Zentropa Productions",Drama | Basado en hechos reales. Biográfico. Años 80. Arquitectura,"Año 1983. El nuevo gobierno francés de François Mitterrand convoca el mayor concurso de arquitectura de la historia. Codiciado por todos los grandes estudios internacionales, el ganador es, sorprendentemente, un absoluto desconocido: Johan Otto von Spreckelsen, un profesor de arquitectura de Copenhague. Hasta entonces, este danés de cincuenta años solo había construido cuatro edificios: su casa y tres pequeñas capillas. De la noche a la mañana, 'Spreck' se convierte en el centro de todas las miradas. Y lo más importante, va a liderar un proyecto colosal con enormes expectativas políticas y económicas: la construcción del Arco de la Defensa de París. (FILMAFFINITY)","""Una película arquitectónicamente brillante. (...) una puesta en escena que, a su modo, replica la mente misma del arquitecto (...) la planificación misma acaba por ser el argumento. Brillante. (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""El nivel de detalle de Demoustier, lastra el potencial atractivo cinematográfico de la arquitectura, pero también lo clava en la tierra (...). En esencia, es la misma historia de ""El manantial"" (...) pero sin sus excesos histriónicos (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Lo peor es pensar que es un biopic convencional y dejarla escapar (...) donde 'El arquitecto' destaca realmente es en las decisiones que toma Demoustier para reforzar a nivel formal (y arquitectónico) las ideas de la película. (...) Puntuación: ★★★ (sobre 5)"" 
Desirée de Fez: Fotogramas
""Solo para expertos y profesionales de la arquitectura (...) En mi condición de espectador de cine me aburro cantidad. (...) Imagino que están dándome una clase, pero paso mucho de la historia que me están contando."" 
Carlos Boyero: Diario El País
""Suspense, humor y un brillante reparto conviven en el buen trabajo de Stéphane Demoustier (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Cinemanía
""Habla del proceso creativo de una persona que se ve arrastrada por los vaivenes políticos de su momento. Un biopic agridulce sobre cómo la materialización de una idea puede terminar muy lejos de su concepto original."" 
Raquel Hernández Luján: Hobby Consolas
""Claes Bang cautiva como un desconocido arquitecto danés que lucha contra los burócratas franceses para construir su obra monumental"" 
Jordan Mintzer: The Hollywood Reporter
  mostrar 4 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios César (Francia): 2 premios. 8 nominaciones
2025: Festival de Cannes: Nominada a Un Certain Regard: Mejor película.
2025: Festival de Gijón: Nominada a Mejor película (sección Albar).
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film732131.html,No te queda otra,,,Aimons-nous vivants,2025,90 min.,Francia,Jean-Pierre Améris,"Jean-Pierre Améris, Marion Michau","Valerie Lemercier
Gérard Darmon
Patrick Timsit
Alice de Lencquesaing
Sophie Mounicot
Eric Viellard",Stéphane Moucha,Pierre Milon,"Escazal Films, France 3 Cinéma, Canal+, Ciné+, OCS. Distribuidora: ARP",Romance. Comedia | Comedia romántica,"En un tren a Ginebra, Victoire, una pasajera entrometida, se cruza con Antoine Toussaint, su ídolo, una gran estrella de la canción francesa. Entre él, que quiere poner fin a su vida, y ella, desbordante de energía, el encuentro será explosivo.","""Comedia confortable, pero sin mordiente, que avanza ligera sobre un puente de cartón entre la melancolía y la esperanza. (...) Puntuación: ★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Aunque en la sustancia del argumento está el suicidio asistido, la película resulta grata, positiva, vitalista y con ese punto de cinismo que burla el drama (...) Puntuación: ★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Un buen ritmo, unas interpretaciones que encajan estupendamente con el tono de la película y una historia que pretende sin complejos por lo menos enternecer. (...) Puntuación: ★★ (sobre 5)"" 
Begoña Piña: Cinemanía","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film781408.html,La hija pequeña,"6,8",185,La petite dernière,2025,106 min.,Francia,Hafsia Herzi,Hafsia Herzi. Novela: Fatima Daas,"Nadia Melliti
Park Ji-min
Louis Memmi
Mouna Soualem
Aloïse Sauvage
Melissa Guers",Amin Bouhafa,Jérémie Attard,"Coproducción Francia-Alemania; June, Katuh Studio, arte France Cinéma. Distribuidora: Ad Vitam",Drama | Adolescencia. Homosexualidad. Familia,"Fátima, de 17 años, es la pequeña de tres hermanas. Vive en los suburbios, en una familia franco-argelina feliz y amorosa. Buena estudiante, ingresa en la Universidad de París. Al comenzar su vida como mujer adulta, se emancipa de su familia y sus tradiciones. Sale con alguien, hace amigos y explora un mundo completamente nuevo, mientras se enfrenta a un dilema desgarrador: ¿Cómo mantenerse fiel a una misma cuando reconciliar diferentes aspectos de la propia identidad parece imposible? (FILMAFFINITY)","""La delicadeza es su principal virtud. Pero no es tanto una delicadeza, por blanda o eufemística, sino por puro respeto. (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Derrocha rotundidad en su propuesta, arrojo y verdad (...) frente a la contundencia social de la propuesta (...), y al magnífico trabajo de su protagonista, 'La hija pequeña' también muestra no pocos vaivenes en su narrativa"" 
Javier Ocaña: Diario El País
""Una de las virtudes de la película (...) es explicar el despertar ‘queer’ de Fatima desde el sentido común, sin retorcer el relato (...) Herzi apoya el peso de la película en una inspirada Nadia Melliti (...) Puntuación: ★★★½ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""El trabajo de Pelliti es portentoso (...) Los conflictos (...) están ahí, pero Herzi no carga las tintas dramáticas (...) Muchos elementos bien concatenados y mostrados con pausa y naturalidad. (...) Puntuación: ★★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""El gran descubrimiento de 'La petite dernière' es la actriz protagonista, Nadia Melliti, capaz de expresar todo lo que Fatima Daas escribe en su novela sin palabras (...) La directora filma con cuidado y sensibilidad"" 
Pepa Blanes: Cadena SER
""Herzi ofrece un retrato seductor de la cultura lesbiana parisina y explora el conflicto entre deseos personales y presiones religiosas sin caer en didactismos y sermones, pero se muestra extrañamente retraída a la hora de explorar la batalla interna que su protagonista libra"" 
Nando Salvá: Diario El Periódico
""Si (...) emociona tanto, no es sólo porque (...) rompa tabúes sino porque, además de significar la probable rampa de lanzamiento de su protagonista, nos confirma el extraordinario talento de su directora. (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
  mostrar 14 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios César (Francia): Mejor actriz revelación. 7 nominaciones
2025: Festival de Cannes: Mejor actriz. 2 nominaciones
2025: Festival de Sevilla: Nominada a Giraldillo de Oro- Mejor película.
2025: Festival de Locarno: Nominada a Variety Piazza Grande Award.
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film310301.html,Las locas del obelisco,,,Las locas del obelisco,2026,112 min.,España,Pablo Moreno,Pablo Moreno,"Paula Iglesias
Jasmina G. Pizarro
Assumpta Serna
Javier Godino
Laura Contreras
Marian Arahuetes",Oscar M. Leanizbarrutia,Rubén D. Ortega,Stellarum Films,Drama | Siglo XIX. Religión. Prostitución,"Madrid, finales del siglo XIX. María Ana Allsopp, una joven de la alta sociedad, se conmueve profundamente ante la situación de miles de mujeres que han llegado a la capital buscando ganarse la vida y se ven obligadas a vender su cuerpo en las calles. Junto al padre Francisco de Asís Méndez funda una nueva congregación: Las Trinitarias, una casa con las puertas abiertas día y noche, un refugio seguro para tantas mujeres abandonadas. Pero pronto se ciernen amenazas desde el exterior sobre este grupo decidido de mujeres cuya 'locura' es salvar y devolver la dignidad a todas aquellas que la han perdido.",,"Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film316105.html,¡La novia!,"5,5",995,The Bride!,2026,126 min.,Estados Unidos,Maggie Gyllenhaal,Maggie Gyllenhaal. Personajes: Mary Shelley,"Jessie Buckley
Christian Bale
Peter Sarsgaard
Penélope Cruz
Annette Bening
Jake Gyllenhaal",Hildur Guðnadóttir,Lawrence Sher,Warner Bros.. Distribuidora: Warner Bros.,Terror. Fantástico. Drama | Remake. Años 30,"En el Chicago de los años 30, Frankenstein pide ayuda a la Dra. Euphronius para crear una compañera. Dan vida a una mujer asesinada como la Novia, lo que desencadena un romance, el interés de la policía y un cambio social radical. Remake de 'La novia de Frankenstein'.","""Monstruosamente desordenada, monstruosamente feliz, monstruosamente Jessie Buckley. Maggie Gyllenhaal reescribe sin pudor el clásico de terror 'camp' desde el más absoluto caos: a nada renuncia y a todo se atreve (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""El resultado es decepcionante, sobre todo (y sorprendentemente, siendo actriz la directora), en el apartado de dirección de actores (...) El tono general es (...) extremadamente grotesco (...) Puntuación: ★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
""Sin parecerse apenas a (...) 'La novia de Frankenstein', contiene buena parte de su espíritu en algunas zonas de su ambicioso y disparatado argumento (...) asombrosa, intrépida y desconcertante. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Gritona y prescindible adaptación. (...) una música exasperante, no hay nada que me transmita la menor emoción a pesar del abusivo caos y el griterío sufriente. Se supone que ocurren muchas cosas, aunque ninguna de interés."" 
Carlos Boyero: Diario El País
""Cinta irregular, a veces hipnótica, otras demasiado exhibicionista y en tantas ocasiones autocomplaciente (...) Puntuación: ★★★ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""La ingenuidad en la escritura, una narración desmañada, los evidentes esfuerzos de los actores (...) y una propuesta estética cuya extravagancia no funciona convierten '¡La novia!' en una película con intención pero fallida. (...) Puntuación: ★★ (sobre 5)"" 
Desirée de Fez: Diario El Periódico
""Es grosera, cruel, ambiciosa, disparatada, erudita y, sobre todo, divertida desde el momento en el que uno baja la guardia y la aprecia en función de aquello que aspira a dar. (...) Puntuación: ★★★★ (sobre 5)"" 
Yago García: Cinemanía
  mostrar 28 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,137 Ranking de cine de terror de los últimos 5 años,5 Próximos estrenos: éstas no me las pierdo (263),
fecha,https://www.filmaffinity.com/es/film150426.html,Hoppers,"7,0",1.853,Hoppers,2026,105 min.,Estados Unidos,Daniel Chong,"Daniel Chong, Jesse Andrews. Historia: Jesse Andrews, Daniel Chong","Piper Curda
Voz
Bobby Moynihan
Voz
Jon Hamm
Voz
Kathy Najimy
Voz
Dave Franco
Voz
Eduardo Franco
Voz",Mark Mothersbaugh,"Animación, Jeremy Lasky, Ian Megibben","Pixar Animation Studios, Walt Disney Pictures. Distribuidora: Walt Disney Pictures",Animación. Comedia. Ciencia ficción | Animales. Naturaleza. Amistad. Pixar,"Mabel es una joven que puede transferir su mente a un castor robot con el objetivo de infiltrarse en el reino animal. Acaba haciéndose amiga de un castor regio, el Rey Jorge, y uniendo a los animales para luchar contra los planes de un promotor inmobiliario.","""Es una película encantadora, divertida y llena de buenos 'consejos' para la infancia (...) se queda a esa justa distancia que hay entre un buen trabajo y la excelencia. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Hay en el filme un humor absurdo de calidad, escenas de una estupenda acción, mucha sincera solidaridad y buen rollo (...) Puntuación: ★★★½ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Fantasía ecologista modesta y sencilla (...) está muy por debajo de los títulos de gloria de la productora, pero el filme es enérgico, bien elaborado y contiene algunos gags afortunados (...) Puntuación: ★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Pixar se reinventa con una increíble comedia ecologista (...) no es solo la mejor obra de Pixar desde (...) 'Red': es tal vez la película más graciosa que han firmado nunca. (...) Puntuación: ★★★★½ (sobre 5)"" 
Adrián Carande: Cinemanía
""Tiene la energía y el encanto para proporcionar un visionado simpático, sobre todo para el público infantil, gracias a su sencillo sentido del humor y la aventura, pero no alcanza el nivel de otras producciones del estudio."" 
Raquel Hernández Luján: Hobby Consolas
""Una de las películas más divertidas de la historia del estudio de animación (...) Pixar vuelve a recordarnos algo muy sencillo: que imaginar -cuando se hace bien- sigue siendo la forma más seria de divertirse. (...) Puntuación: ★★★★ (sobre 5)"" 
Blai Morell: Fotogramas
""Las risas están garantizadas en esta historia, y los personajes nos ofrecen un viaje maravilloso (...) Puntuación: ★★★★ (sobre 5)"" 
Jesús Usero: AccionCine
  mostrar 23 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,"25 Todo Pixar, de mejor a peor
100 Mejores películas de ciencia-ficción
132 Mejores películas de animación",,Pixar (Películas)
fecha,https://www.filmaffinity.com/es/film923268.html,El mago del Kremlin,"6,1",330,Le Mage du Kremlinaka,2025,156 min.,Francia,Olivier Assayas,"Emmanuel Carrère, Olivier Assayas. Novela: Giuliano Da Empoli","Paul Dano
Alicia Vikander
Jude Law
Tom Sturridge
Jeffrey Wright
Will Keen",,Yorick Le Saux,"Curiosa Films, Gaumont, France 2 Cinema, Jeff Rice Films, LB Entertainment, Pierce Capital Entertainment",Thriller. Drama | Biográfico. Política. Años 90,"En medio del caos postsoviético de los años 90, el joven Vadim Baranov (Paul Dano) empieza a labrarse un camino como artista y productor de televisión. Su elocuencia y conexión con las altas esferas le llevan a convertirse, de la noche a la mañana, en el asesor de un agente del KGB con un brillante porvenir: Vladimir Putin (Jude Law). Desde las entrañas del poder, ambos darán forma a la nueva Rusia, difuminando los límites entre la verdad y la mentira. (FILMAFFINITY)","""Una obra imponente (...) Al culminar la rocosa, fría e inteligente 'El mago del Kremlin', el miedo sigue estando ahí."" 
Javier Ocaña: Diario El País
""Assayas (...) se pierde entre el aluvión de datos con unos personajes planos y sin carisma (...) se esfuerza en encajar las piezas una a una de un crisol sencillamente perturbador. (...) Law (...) al caminar impresiona (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Un presidente gélido, para una película de hielo. Ambiciosa, fría, dura. Y por eso estimulante, aunque también fatigosa. Como las sombras del poder que narra."" 
Tommaso Koch: Diario El País
""Aunque larga y discursiva, dibuja con interés todos los sombreados del poder político (...) Puntuación: ★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Revisa la historia rusa de las últimas décadas en aras de un fresco que pasa de lo colectivo a lo íntimo de forma brillante (...) la visión de los entresijos políticos es implacable (...) Puntuación: ★★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""No hay apenas acción en el filme. (...) Es verborreica, discursiva, tediosa, le falta nervio. (...) Puntuación: ★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Putin, para Assayas, es un ser todopoderoso y lejano. Jude Law, que lo encarna, lo ha entendido a la perfección (...) Con ser esclarecedora, la película confía más en la fría narración que en la emoción. (...) Puntuación: ★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
  mostrar 22 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Venecia: Nominada a León de Oro - Mejor película.
  mostrar todos",,37 Próximos estrenos: éstas no me las pierdo (110),
fecha,https://www.filmaffinity.com/es/film295464.html,El último vikingo,"6,9",1.208,Den Sidste Vikingaka,2025,116 min.,Dinamarca,Anders Thomas Jensen,Anders Thomas Jensen,"Mads Mikkelsen
Nikolaj Lie Kaas
Søren Malling
Sofie Gråbøl
Nicolas Bro
Bodil Jørgensen",Jeppe Kaas,Sebastian Blenkov,"Coproducción Dinamarca-Suecia; Zentropa Productions, Film i Väst, Film Fyn, TV2, The Danish Film Institute Archive, Zentropa Sweden",Comedia. Drama | Comedia negra. Familia,"Anker sale de prisión tras cumplir una condena de quince años por robo. El dinero del atraco fue enterrado por su hermano Manfred. Solo él sabe dónde está. Por desgracia, desde entonces Manfred ha desarrollado un trastorno mental que le ha hecho olvidarlo todo. Juntos, los hermanos emprenden un viaje inesperado para encontrar el dinero y descubrir quiénes son en realidad.","""Con su alocada mezcla de géneros (...) es una película tan rara como sus personajes. También es igual de triste y tierna. (...) el conjunto no descarrila, y consigue contar desde su lado más grotesco un inesperado y emotivo relato fraternal."" 
Elsa Fernández-Santos: Diario El País
""Un ejercicio de cine tan exasperante y, por momentos, insufrible como, y esto es lo que importa, libre, desprejuiciado, sangriento y, al final, solo al final, tan desesperado que se diría místico. (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Toda esa ligereza negra (...) que se solapa con el frío y cálido dibujo emocional de las dependencias fraternas dejan en esta película tanto entretenimiento como material humano conmovedor. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""La película habla de la diferencia, de los inadaptados y marginados (...) Pero tiene igualmente un hálito distendido (...) y alguna que otra secuencia grotesca en la que Mikkelsen demuestra su variedad de registros. (...) Puntuación: ★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""Comedia negra negrísima, los Beatles y ABBA toman especial protagonismo en este filme que cuesta clasificar, un thriller en ocasiones absurdo pero rematadamente entretenido (...) Puntuación: ★★★½ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Una obra irregular (el ritmo, ¡ay!, sube y baja como un ascensor reumático), pero tiene punch, proporciona momentos de diversión impagables (...) Puntuación: ★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Extraña y traviesa comedia negra con un Mads Mikkelsen absurdamente divertido (...) consigue que este zarangollo dansk nos alimente mientras engatusa a nuestro paladar cinéfilo con un atracón muy loco. (...) Puntuación: ★★★½ (sobre 5)"" 
Carlos Marañón: Cinemanía
  mostrar 6 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios del Cine Europeo (EFA): Nominada a Mejor actor.
2025: Festival de Sevilla: Nominada a Giraldillo de Oro- Mejor película.
  mostrar todos","28 Las mejores películas de 2025
57 Mejores películas nórdicas del siglo XXI
108 Mejores películas nórdicas","80 Mis películas danesas favoritas (4)
96 Mis películas favoritas del 2025 (14)",
fecha,https://www.filmaffinity.com/es/film285634.html,Cleaner: Rescate vertical,"4,7",288,Cleaner,2025,95 min.,Reino Unido,Martin Campbell,"Simon Uttley, Matthew Orton, Paul Andrew Williams","Daisy Ridley
Taz Skylar
Clive Owen
Ray Fearon
Rufus Jones
Richard Hope",Tom Hodge,Eigil Hansen,"ACE, Qwerty Films. Distribuidora: BGFilm",Acción. Thriller,"Un grupo de activistas toma el control de la gala anual de una empresa energética en Londres y secuestra a los 300 asistentes para denunciar la corrupción de los anfitriones. Todo se complica cuando las discrepancias entre los extremistas y su líder amenazan con el asesinato de todos los presentes. Suspendida a 50 pisos de altura en el exterior del edificio, una exsoldado convertida en limpiadora de ventanas será la única que podrá rescatarlos a todos. Incluido a su hermano.","""Daisy Ridley regresa con un Martin Campbell preciso en el montaje (...) Descoyuntada pero nada pretenciosa, y rodada con intensidad (...) Puntuación: ★★★ (sobre 5)"" 
Juanma González: Cinemanía
""Una película entretenida (...) Ridley y la puesta en escena tienen el carisma y la solidez suficientes para sostener una buena película de acción (...) Puntuación: ★★★ (sobre 5)"" 
Fran Chico: Fotogramas
""Aunque puede que 'Cleaner' no sea una de las películas de acción más refinadas del año, tiene algo más que ofrecer que la mayoría, especialmente en lo que se refiere a la envolvente dirección de Campbell y a la comprometida interpretación de Ridley. (...) Valoración: ★★½ (de 4)"" 
Monica Castillo: rogerebert.com
""Otro mes, otro clon de 'Die Hard' (...) Puntuación: 5 (sobre 10)"" 
A.A. Dowd: IGN
""El director Martin Campbell aporta mano firme, pero no mucho más, a este cansino thriller de rascacielos."" 
Matt Schimkowitz: AV Club
""Daisy Ridley demuestra que tiene el encanto y la fuerza de una estrella para hacer que incluso los guiones más endebles resulten agradables de ver. (...) Puntuación: 7 (sobre 10)"" 
Maggie Boccella: Collider
""Está claro que Campbell conoce bien este tipo de material, lo que resulta en algunas secuencias de acción tensas (...) Pero nunca alcanza la altura de los clásicos de acción que claramente la inspiraron"" 
Frank Scheck: The Hollywood Reporter
  mostrar 15 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film324038.html,Línea de extinción,"4,9",469,Elevation,2024,90 min.,Estados Unidos,George Nolfi,"John Glenn, Jacob Roman, Kenny Ryan","Anthony Mackie
Morena Baccarin
Maddie Hasson
Shauna Earp
Danny Boyd Jr.
Dalila Orozco",H. Scott Salinas,Shelly Johnson,"Inspire Entertainment, Lyrical Media, King's Ransom Media, Story Ink",Acción. Thriller | Monstruos. Futuro postapocalíptico. Supervivencia,"El mundo ha cambiado. El único lugar habitable que le queda a la humanidad se encuentra en las altas montañas, a más de 2500 metros de altura. Por debajo de esos 2500 metros, habitan las criaturas que exterminaron al 95 % de la población humana hace menos de tres años. Para salvar la vida de su hijo pequeño, un padre (Anthony Mackie) se ve obligado a aventurarse bajo 'La Línea' con una científica (Morena Baccarin) a la que desprecia, pero que podría tener la clave para derrotar a los monstruos, y una joven (Maddie Hasson) decidida a mantenerlos con vida el tiempo suficiente para salvar a la raza humana.","""Un trabajo suficiente en lo técnico pero derivativo y soso en lo todo lo demás. (...) apenas puede camuflar su uniformidad y ausencia de personalidad de obra que únicamente aspira a fondo de catálogo. (...) Puntuación: ★★ (sobre 5)"" 
Juanma González: Cinemanía
""Es evidente que aspira a ser algo más que una serie B, pero termina siendo lastrada por sus efectos visuales y un clímax que podría ser más explosivo. Un entretenimiento con nervio puntual que no acaba de elevarse. (...) Puntuación: ★★★ (sobre 5)"" 
Roger Salvans: Fotogramas
""Es perezosa y poco inspirada, pero si hay algo a lo que aferrarse es que Anthony Mackie se ha convertido en un protagonista tan genial que puede tomar el material más soso y hacerlo, al menos, disfrutable"" 
Shawn Van Horn: Collider
""Está lo suficientemente pulida y emocionante como para hacer de su familiaridad una virtud, al menos durante una entretenida hora y media."" 
Dennis Harvey: Variety
""Aun siendo estándar y floja a veces, 'Elevation' mantiene el interés"" 
Bob Strauss: San Francisco Chronicle
""No es una gran película de monstruos"" 
Brianna Zigler: AV Club
""'Elevation' quiere ser 'A Quiet Place' solo que sin los personajes interesantes, los monstruos bien concebidos y el intrigante mundo postapocalíptico. (...) Puntuación: ★★★★★ (sobre 10)"" 
Tyler Nichols: JoBlo
  mostrar 13 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
