modelo,marca,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,peso,gama_marca,segmento_comercial,pais_origen,precio_min,precio_max,categoria_material,gama_material,peso_relativo,aspect_ratio,area_aprox,densidad,ancho_total,montura_completa,es_unisex,color_basico,material_eco,precio_medio_marca,precio,log_precio
0MK4105BU 3005 54,Michael Kors,Mujer,Metal/Pasta,Cat Eye,Montura completa,negro,M,54.0,15.0,140.0,140.0,premium,moda_premium,Estados Unidos,120.0,260.0,mezcla,media,medio,0.38571428571428573,810.0,0.1728395061728395,123.0,1,0,1,0,190.0,126.9,4.851248708584797
2616 100 18 55,Mexx,Mujer,Pasta,Cuadradas,Montura completa,negro,M,55.0,18.0,135.0,160.0,gama_media,moda_casual,Países Bajos,60.0,130.0,acetato,media,ligero,0.4074074074074074,990.0,0.16161616161616163,128.0,1,0,1,0,95.0,119.9,4.794963757620747
Stanford SC NAO22203 46,Nano Vista,Niños,Pasta,Redondas,Montura completa,gris,XS,46.0,18.0,130.0,65.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.35384615384615387,828.0,0.0785024154589372,110.0,1,0,0,0,70.0,99.9,4.6141299273595635
OX8187 818704 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,azul,L,57.0,18.0,130.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.43846153846153846,1026.0,0.18518518518518517,132.0,1,0,0,0,170.0,132.9,4.897093252697127
0PO1023V 513 55,Persol,Unisex,Metal,Rectangulares,Montura completa,gris,M,55.0,20.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,metal,media_alta,medio,0.3793103448275862,1100.0,0.2318181818181818,130.0,1,1,0,0,190.0,189.9,5.251749730731702
PLD 2148/CS O6W M9 54,Polaroid,Unisex,Eco-friendly,Cuadradas,Montura completa,negro,M,54.0,16.0,140.0,115.0,gama_media,marca_blanca_OEM,Estados Unidos,50.0,120.0,otro,gama_media,medio,0.38571428571428573,864.0,0.13310185185185186,124.0,1,1,1,1,85.0,89.99,4.5107496103686
ET34002 507 49,Esprit,Mujer,Metal/Pasta,Redondas,Montura completa,azul,M,49.0,21.0,145.0,90.0,gama_media,moda_casual,Alemania,70.0,150.0,mezcla,media,medio,0.33793103448275863,1029.0,0.08746355685131195,119.0,1,0,0,0,110.0,105.9,4.671893818030999
FT5909-B/V 092 53,Tom Ford,Mujer,Pasta,Cat Eye,Montura completa,azul,M,53.0,18.0,140.0,325.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.37857142857142856,954.0,0.34067085953878407,124.0,1,0,0,0,390.0,279.9,5.637998734110198
0RX7047 8100 54,Ray-Ban,Unisex,Pasta,Rectangulares,Montura completa,azul,M,54.0,17.0,140.0,170.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38571428571428573,918.0,0.18518518518518517,125.0,1,1,0,0,170.0,95.99,4.574607880405451
0VE3298B 5339 55,Versace,Mujer,Metal/Pasta,Cat Eye,Montura completa,rosa,M,55.0,17.0,140.0,280.0,lujo,moda_lujo,Italia,200.0,420.0,mezcla,media,medio,0.39285714285714285,935.0,0.2994652406417112,127.0,1,0,0,0,310.0,153.9,5.042779747422823
0PH2281U 5001 54,Polo Ralph Lauren,Hombre,Pasta,Cuadradas,Montura completa,marron,M,54.0,19.0,145.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.3724137931034483,1026.0,0.1705653021442495,127.0,1,0,1,0,190.0,89.99,4.5107496103686
0VO4304 352 53,Vogue,Mujer,Metal,Cat Eye,Media montura,negro,S,53.0,18.0,140.0,105.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,metal,media_alta,medio,0.37857142857142856,954.0,0.11006289308176101,124.0,0,0,1,0,85.0,77.99,4.369321262176328
SL M139 003 54,Saint Laurent,Unisex,Pasta,Cuadradas,Montura completa,marron,L,54.0,18.0,145.0,160.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.3724137931034483,972.0,0.1646090534979424,126.0,1,1,1,0,315.0,219.9,5.397710110426072
SL 726/F 001 53,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,19.0,145.0,140.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.36551724137931035,1007.0,0.13902681231380337,125.0,1,0,1,0,315.0,199.9,5.302807271820889
0RX5279 8453 57,Ray-Ban,Hombre,Acetato,Rectangulares,Montura completa,gris,M,57.0,18.0,150.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38,1026.0,0.1705653021442495,132.0,1,0,0,0,170.0,119.9,4.794963757620747
UA 5021/G FLL 16 58,Under Armour,Hombre,Metal/Pasta,Rectangulares,Montura completa,azul,M,58.0,16.0,140.0,155.0,gama_media,deportiva,Estados Unidos,70.0,160.0,mezcla,media,medio,0.4142857142857143,928.0,0.16702586206896552,132.0,1,0,0,0,115.0,119.9,4.794963757620747
0RX7248D 2000 55,Ray-Ban,Unisex,Propionato,Rectangulares,Montura completa,negro,M,55.0,18.0,145.0,190.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.3793103448275862,990.0,0.1919191919191919,128.0,1,1,1,0,170.0,105.9,4.671893818030999
0PR A05V 16K1O1 52,Prada,Mujer,Pasta,Cuadradas,Montura completa,negro,M,52.0,20.0,140.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37142857142857144,1040.0,0.2692307692307692,124.0,1,0,1,0,390.0,164.9,5.111385197196399
0RX5154 5762 51,Ray-Ban,Unisex,Acetato,Cuadradas,Montura completa,dorado,M,51.0,21.0,145.0,100.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.35172413793103446,1071.0,0.09337068160597572,123.0,1,1,0,0,170.0,119.9,4.794963757620747
0RX6465 2945 51,Ray-Ban,Unisex,Metal,Redondas,Montura completa,marron,M,51.0,20.0,140.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.36428571428571427,1020.0,0.16176470588235295,122.0,1,1,1,0,170.0,114.9,4.752727750345706
0RX7066 2000 52,Ray-Ban,Unisex,Pasta,Cuadradas,Montura completa,negro,S,52.0,17.0,140.0,100.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.37142857142857144,884.0,0.11312217194570136,121.0,1,1,1,0,170.0,96.99,4.584865432647727
0RX3447V 3094 50,Ray-Ban,Unisex,Metal,Redondas,Montura completa,rosa,S,50.0,21.0,145.0,145.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3448275862068966,1050.0,0.1380952380952381,121.0,1,1,0,0,170.0,114.9,4.752727750345706
Valeria C80 55,Sea2See,Mujer,Eco-friendly,Rectangulares,Montura completa,negro,S,55.0,15.0,140.0,115.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.39285714285714285,825.0,0.1393939393939394,125.0,1,0,1,1,195.0,146.9,4.996536369716754
0VO4331 5208 53,Vogue,Mujer,Metal,Cuadradas,Media montura,rojo,M,53.0,17.0,140.0,105.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,metal,media_alta,medio,0.37857142857142856,901.0,0.11653718091009989,123.0,0,0,0,0,85.0,69.99,4.262539022051294
0PR 18WV 2AU1O1 54,Prada,Mujer,Acetato,Cuadradas,Montura completa,marron,M,54.0,17.0,145.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3724137931034483,918.0,0.30501089324618735,125.0,1,0,1,0,390.0,199.9,5.302807271820889
SL 640 003 49,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,marron,M,49.0,22.0,140.0,180.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.35,1078.0,0.16697588126159554,120.0,1,0,1,0,315.0,239.9,5.484381909620826
0RX7259D 8411 52,Ray-Ban,Hombre,Propionato,Cuadradas,Montura completa,gris,M,52.0,19.0,145.0,195.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.3586206896551724,988.0,0.19736842105263158,123.0,1,0,0,0,170.0,65.27,4.193737306100135
0RX5431 8395 54,Ray-Ban,Unisex,Acetato,Rectangulares,Montura completa,marron,M,54.0,18.0,140.0,200.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38571428571428573,972.0,0.205761316872428,126.0,1,1,1,0,170.0,104.9,4.662495252607361
Levante C04 56,Sea2See,Unisex,Eco-friendly,Rectangulares,Montura completa,azul,M,56.0,18.0,140.0,120.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.4,1008.0,0.11904761904761904,130.0,1,1,0,1,195.0,159.9,5.080783053998338
Ray-Ban Jack 0RX6465 2509,Ray-Ban,Unisex,Metal,Redondas,Montura completa,negro,M,52.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.1762820512820513,122.0,1,1,1,0,170.0,103.9,4.653007515402251
0RX7217 8263 52,Ray-Ban,Unisex,Eco-friendly,Rectangulares,Montura completa,gris,M,52.0,22.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,otro,gama_media,medio,0.3586206896551724,1144.0,0.15297202797202797,126.0,1,1,0,1,170.0,95.99,4.574607880405451
FT5872-B/V 005 48,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,negro,M,48.0,25.0,140.0,330.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.34285714285714286,1200.0,0.275,121.0,1,0,1,0,390.0,249.9,5.525054453372377
0RX7228 2000 55,Ray-Ban,Unisex,Propionato,Cuadradas,Montura completa,negro,L,55.0,21.0,145.0,180.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.3793103448275862,1155.0,0.15584415584415584,131.0,1,1,1,0,170.0,101.9,4.633757642840004
0RX5448 8460 55,Ray-Ban,Unisex,Acetato,Rectangulares,Montura completa,marron,L,55.0,19.0,145.0,230.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3793103448275862,1045.0,0.22009569377990432,129.0,1,1,1,0,170.0,143.9,4.976043849326636
Ray-Ban Oval 0RX3547V 2500,Ray-Ban,Unisex,Metal,Redondas,Montura completa,dorado,M,52.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.1762820512820513,122.0,1,1,0,0,170.0,112.9,4.735320870453137
0VO5239 W656 52,Vogue,Mujer,Pasta,Cat Eye,Montura completa,marron,S,52.0,16.0,140.0,80.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,acetato,media,ligero,0.37142857142857144,832.0,0.09615384615384616,120.0,1,0,1,0,85.0,73.99,4.317354771313298
0PR 20ZV 19Q1O1 54,Prada,Mujer,Pasta,Cat Eye,Montura completa,rosa,M,54.0,17.0,145.0,270.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3724137931034483,918.0,0.29411764705882354,125.0,1,0,0,0,390.0,179.9,5.19794439240125
FT6051-B/V 001 56,Tom Ford,Mujer,Metal,Cat Eye,Montura completa,negro,M,56.0,16.0,145.0,300.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,metal,media_alta,medio,0.38620689655172413,896.0,0.33482142857142855,128.0,1,0,1,0,390.0,269.9,5.6017497490910495
0VE3381U 5536 50,Versace,Mujer,Pasta,Rectangulares,Montura completa,morado,S,50.0,18.0,140.0,380.0,lujo,moda_lujo,Italia,200.0,420.0,acetato,media,ligero,0.35714285714285715,900.0,0.4222222222222222,118.0,1,0,0,0,310.0,159.9,5.080783053998338
0RX6421 2904 56,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,negro,L,56.0,18.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.1736111111111111,130.0,1,1,1,0,170.0,102.9,4.6434288981051814
0RX7256 8260 53,Ray-Ban,Unisex,Acetato,Cuadradas,Montura completa,negro,M,53.0,18.0,145.0,205.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.36551724137931035,954.0,0.2148846960167715,124.0,1,1,1,0,170.0,104.9,4.662495252607361
FT6032-B 020 54,Tom Ford,Mujer,Pasta,Rectangulares,Montura completa,transparente,M,54.0,19.0,145.0,300.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.3724137931034483,1026.0,0.29239766081871343,127.0,1,0,0,0,390.0,199.9,5.302807271820889
TH 1635 DDB 16 53,Tommy Hilfiger,Mujer,Metal,Cuadradas,Montura completa,dorado,M,53.0,16.0,140.0,100.0,gama_media,moda_casual,Estados Unidos,80.0,170.0,metal,media_alta,medio,0.37857142857142856,848.0,0.1179245283018868,122.0,1,0,0,0,125.0,89.0,4.499809670330265
0VE3326U GB1 55,Versace,Hombre,Metal/Pasta,Rectangulares,Montura completa,negro,L,55.0,19.0,145.0,360.0,lujo,moda_lujo,Italia,200.0,420.0,mezcla,media,medio,0.3793103448275862,1045.0,0.3444976076555024,129.0,1,0,1,0,310.0,129.9,4.874433672915854
FT5839-B/V 001 56,Tom Ford,Mujer,Metal,Cat Eye,Montura completa,negro,M,56.0,18.0,140.0,330.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,metal,media_alta,medio,0.4,1008.0,0.3273809523809524,130.0,1,0,1,0,390.0,299.9,5.706777983635999
0VO5163 W44 51,Vogue,Mujer,Pasta,Rectangulares,Montura completa,negro,S,51.0,16.0,140.0,40.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,acetato,media,ligero,0.36428571428571427,816.0,0.049019607843137254,118.0,1,0,1,0,85.0,89.99,4.5107496103686
FT6043-B/V 001 53,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,16.0,140.0,295.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.37857142857142856,848.0,0.34787735849056606,122.0,1,0,1,0,390.0,259.9,5.564137192142683
0RX5443D 8268 49,Ray-Ban,Unisex,Acetato,Redondas,Montura completa,gris,M,49.0,20.0,145.0,200.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.33793103448275863,980.0,0.20408163265306123,118.0,1,1,0,0,170.0,108.9,4.699570861409576
0RX7216 8209 51,Ray-Ban,Unisex,Propionato,Cuadradas,Montura completa,rojo,M,51.0,20.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.35172413793103446,1020.0,0.16176470588235295,122.0,1,1,0,0,170.0,119.9,4.794963757620747
0VO4088 352 52,Vogue,Mujer,Metal,Cat Eye,Montura completa,negro,M,52.0,18.0,140.0,100.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,metal,media_alta,medio,0.37142857142857144,936.0,0.10683760683760683,122.0,1,0,1,0,85.0,85.99,4.46579316951945
SL M112 003 54,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,blanco,M,54.0,16.0,145.0,125.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.3724137931034483,864.0,0.14467592592592593,124.0,1,0,0,0,315.0,239.9,5.484381909620826
0RX3751V 3182 58,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,marron,M,58.0,17.0,145.0,210.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.4,986.0,0.2129817444219067,133.0,1,1,1,0,170.0,103.9,4.653007515402251
0VE3381U GB1 50,Versace,Mujer,Pasta,Rectangulares,Montura completa,negro,S,50.0,18.0,140.0,380.0,lujo,moda_lujo,Italia,200.0,420.0,acetato,media,ligero,0.35714285714285715,900.0,0.4222222222222222,118.0,1,0,1,0,310.0,159.9,5.080783053998338
FT5987-B/V 092 52,Tom Ford,Mujer,Pasta,Redondas,Montura completa,verde,M,52.0,19.0,140.0,305.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.37142857142857144,988.0,0.30870445344129555,123.0,1,0,0,0,390.0,249.9,5.525054453372377
0RY1621 3937 47,Ray-Ban,Niños,Eco-friendly,Rectangulares,Montura completa,azul,XS,47.0,15.0,130.0,90.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,otro,gama_media,medio,0.36153846153846153,705.0,0.1276595744680851,109.0,1,0,0,1,170.0,74.99,4.330601752681694
GG1258O 004 53,Gucci,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,19.0,140.0,185.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37857142857142856,1007.0,0.18371400198609733,125.0,1,0,1,0,390.0,236.9,5.471850417308912
ET17135 538 53,Esprit,Mujer,Metal/Pasta,Cat Eye,Montura completa,negro,M,53.0,14.0,147.0,90.0,gama_media,moda_casual,Alemania,70.0,150.0,mezcla,media,medio,0.36054421768707484,742.0,0.12129380053908356,120.0,1,0,1,0,110.0,95.99,4.574607880405451
1642 20S 16 57,Hugo Boss,Hombre,Metal/Pasta,Rectangulares,Montura completa,marron,L,57.0,16.0,150.0,110.0,premium,moda_premium,Alemania,140.0,300.0,mezcla,media,medio,0.38,912.0,0.1206140350877193,130.0,1,0,1,0,220.0,143.9,4.976043849326636
D2 0035 2M2 16 55,Dsquared2,Unisex,Metal/Pasta,Cuadradas,Montura completa,negro,M,55.0,16.0,140.0,155.0,premium,moda_premium,Italia,180.0,330.0,mezcla,media,medio,0.39285714285714285,880.0,0.17613636363636365,126.0,1,1,1,0,255.0,97.3,4.5880240271531205
ET17457 538 50,Esprit,Mujer,Pasta,Rectangulares,Montura completa,negro,S,50.0,15.0,135.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.37037037037037035,750.0,0.11333333333333333,115.0,1,0,1,0,110.0,79.99,4.3943256902608985
ET33459 545 53,Esprit,Mujer,Pasta,Rectangulares,Montura completa,marron,M,53.0,17.0,140.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.37857142857142856,901.0,0.09433962264150944,123.0,1,0,1,0,110.0,102.9,4.6434288981051814
HP036 Pp M 50,Harry Potter,Niños,Metal,Redondas,Montura completa,rosa,S,50.0,19.0,138.0,120.0,licencia_infantil,infantil_licencia,Reino Unido / EE. UU.,40.0,100.0,metal,media_alta,medio,0.36231884057971014,950.0,0.12631578947368421,119.0,1,0,0,0,70.0,99.9,4.6141299273595635
DPAA227 C65 15 45,Disney,Niños,Pasta,Cuadradas,Montura completa,azul,XS,45.0,15.0,125.0,65.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.36,675.0,0.0962962962962963,105.0,1,0,0,0,80.0,72.99,4.303929948937459
ET17457 526 50,Esprit,Mujer,Pasta,Rectangulares,Montura completa,negro,S,50.0,15.0,135.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.37037037037037035,750.0,0.11333333333333333,115.0,1,0,1,0,110.0,79.99,4.3943256902608985
F038042275000 42,Centrostyle S.p.A,Niños,Pasta,Rectangulares,Montura completa,verde,XS,42.0,14.0,125.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.336,588.0,0.1445578231292517,98.0,1,0,0,0,85.0,84.99,4.454231010422805
735 H7P 17 54,Marc Jacobs,Mujer,Pasta,Cat Eye,Montura completa,marron,M,54.0,17.0,140.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.38571428571428573,918.0,0.1906318082788671,125.0,1,0,1,0,190.0,74.2,4.320151230955794
IN34-C2 42,Indestructible,Niños,Pasta,Redondas,Montura completa,morado,XXS,42.0,16.0,118.0,75.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.3559322033898305,672.0,0.11160714285714286,100.0,1,0,0,0,80.0,83.99,4.442533602510535
MJ 1054 807 18 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,negro,S,52.0,18.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,936.0,0.1388888888888889,122.0,1,0,1,0,190.0,107.67,4.68831576707476
0VO5523 3088 54,Vogue,Mujer,Acetato,Cat Eye,Montura completa,verde,M,54.0,17.0,140.0,120.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,acetato,media,ligero,0.38571428571428573,918.0,0.13071895424836602,125.0,1,0,0,0,85.0,69.99,4.262539022051294
ET33483 538 53,Esprit,Mujer,Pasta,Rectangulares,Montura completa,negro,M,53.0,15.0,140.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.37857142857142856,795.0,0.1069182389937107,121.0,1,0,1,0,110.0,79.99,4.3943256902608985
32711 4912 20 49,Jaguar,Hombre,Pasta,Redondas,Montura completa,negro,S,49.0,20.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.33793103448275863,980.0,0.14285714285714285,118.0,1,0,1,0,130.0,109.9,4.7086288943563215
0AN7179 01 54,Arnette,Hombre,Pasta,Rectangulares,Montura completa,negro,M,54.0,16.0,145.0,100.0,gama_media,moda_casual,Estados Unidos,60.0,140.0,acetato,media,ligero,0.3724137931034483,864.0,0.11574074074074074,124.0,1,0,1,0,100.0,64.99,4.18950321539533
662 086 16 53,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,M,53.0,16.0,140.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37857142857142856,848.0,0.20636792452830188,122.0,1,0,1,0,190.0,126.9,4.851248708584797
0DG5104 502 54,Dolce & Gabbana,Hombre,Pasta,Rectangulares,Montura completa,marron,M,54.0,18.0,145.0,160.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3724137931034483,972.0,0.1646090534979424,126.0,1,0,1,0,390.0,132.72,4.895748061551898
F 0499 48 021 000 48,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,rojo,S,48.0,15.0,130.0,170.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.36923076923076925,720.0,0.2361111111111111,111.0,1,0,0,0,85.0,52.99,3.9887988442301956
2600 400 20 52,Mexx,Unisex,Pasta,Cuadradas,Montura completa,gris,M,52.0,20.0,145.0,155.0,gama_media,moda_casual,Países Bajos,60.0,130.0,acetato,media,ligero,0.3586206896551724,1040.0,0.14903846153846154,124.0,1,1,0,0,95.0,119.9,4.794963757620747
ET33518 545 50,Esprit,Mujer,Pasta,Cuadradas,Montura completa,marron,S,50.0,17.0,140.0,100.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.35714285714285715,850.0,0.11764705882352941,117.0,1,0,1,0,110.0,102.9,4.6434288981051814
GU2977/V 005 55,Guess,Mujer,Pasta,Rectangulares,Montura completa,negro,S,55.0,13.0,140.0,110.0,premium,moda_premium,Estados Unidos,100.0,210.0,acetato,media,ligero,0.39285714285714285,715.0,0.15384615384615385,123.0,1,0,1,0,155.0,87.9,4.487512142519859
0DG3406 3440 56,Dolce & Gabbana,Hombre,Acetato,Rectangulares,Montura completa,gris,M,56.0,17.0,140.0,220.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.4,952.0,0.23109243697478993,129.0,1,0,0,0,390.0,184.9,5.225208894727398
F009544173000 44,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,rosa,XS,44.0,15.0,125.0,160.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.352,660.0,0.24242424242424243,103.0,1,0,0,0,85.0,40.49,3.725452434344777
ET17146 545 54,Esprit,Mujer,Pasta,Cuadradas,Montura completa,marron,M,54.0,15.0,144.0,160.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.375,810.0,0.19753086419753085,123.0,1,0,1,0,110.0,144.9,4.98292145552874
ET33527 531 51,Esprit,Unisex,Pasta,Cuadradas,Montura completa,rojo,M,51.0,17.0,140.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.36428571428571427,867.0,0.09803921568627451,119.0,1,1,0,0,110.0,105.9,4.671893818030999
ET33480 577 51,Esprit,Mujer,Metal/Pasta,Redondas,Montura completa,morado,S,51.0,16.0,140.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,mezcla,media,medio,0.36428571428571427,816.0,0.10416666666666667,118.0,1,0,0,0,110.0,95.99,4.574607880405451
HP019 Pr M 44,Harry Potter,Niños,Pasta,Redondas,Montura completa,rosa,XS,44.0,18.0,125.0,120.0,licencia_infantil,infantil_licencia,Reino Unido / EE. UU.,40.0,100.0,acetato,media,ligero,0.352,792.0,0.15151515151515152,106.0,1,0,0,0,70.0,99.9,4.6141299273595635
F049946072000 46,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,verde,XS,46.0,14.0,130.0,170.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.35384615384615387,644.0,0.2639751552795031,106.0,1,0,0,0,85.0,99.99,4.6150215020384655
F013743243000 43,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,negro,XS,43.0,14.0,125.0,95.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.344,602.0,0.15780730897009967,100.0,1,0,1,0,85.0,82.99,4.430697744137536
F 0499 48 072 000 48,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,verde,S,48.0,15.0,130.0,170.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.36923076923076925,720.0,0.2361111111111111,111.0,1,0,0,0,85.0,99.99,4.6150215020384655
GG1581O 001 55,Gucci,Mujer,Pasta,Cat Eye,Montura completa,negro,M,55.0,16.0,140.0,240.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.39285714285714285,880.0,0.2727272727272727,126.0,1,0,1,0,390.0,169.9,5.141078590121546
MM 5151-B 001 14 52,Max Mara,Mujer,Metal/Pasta,Cuadradas,Montura completa,negro,M,52.0,14.0,140.0,130.0,premium,moda_premium,Italia,180.0,340.0,mezcla,media,medio,0.37142857142857144,728.0,0.17857142857142858,118.0,1,0,1,0,260.0,169.9,5.141078590121546
ET33527 538 51,Esprit,Unisex,Pasta,Cuadradas,Montura completa,negro,M,51.0,17.0,140.0,80.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.36428571428571427,867.0,0.0922722029988466,119.0,1,1,1,0,110.0,95.99,4.574607880405451
F 0321 46 258 000 46,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,rojo,S,46.0,19.0,135.0,45.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.34074074074074073,874.0,0.05148741418764302,111.0,1,0,0,0,85.0,37.99,3.663305202994506
F019138206000 38,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,azul,XXS,38.0,14.0,110.0,180.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.34545454545454546,532.0,0.3383458646616541,90.0,1,0,0,0,85.0,74.99,4.330601752681694
